num_md_sims,abs_vel_error
1,0.10379138330814194
2,0.0733915909659194
4,0.05189569165407097
8,0.0366957954829597
16,0.025947845827035486
32,0.01834789774147985
64,0.012973922913517743
128,0.009173948870739926
