num_md_sims,abs_vel_error
1,0.10415963672101688
2,0.07365198545135837
4,0.05207981836050844
8,0.036825992725679185
16,0.02603990918025422
32,0.018412996362839593
64,0.01301995459012711
128,0.009206498181419796
